Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Dayofweek,Predicted_Sales,Stock,Risk
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2,4,1649947.4600000023,1814576.4230000002,Overstock
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2,4,1615276.6988000006,1855527.0580000002,Overstock
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2,4,1513330.1867000004,1602480.3080000002,Overstock
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,3,4,1609155.7649999987,1799889.7510000002,Overstock
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,3,4,1567787.2846999986,1708510.793,Overstock
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,3,4,1569942.8804000008,1734499.8660000002,Overstock
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,3,4,1542272.2342999985,1695212.618,Overstock
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,4,4,1533491.5197999997,1644571.225,Overstock
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,4,4,1588680.646799998,1775685.2850000001,Overstock
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,4,4,1560351.0570999999,1715877.9000000001,Overstock
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,4,4,1534197.5524000006,1721301.7910000002,Overstock
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,4,4,1481217.5870999992,1600599.759,Overstock
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,5,4,1574969.4661,1792330.4080000003,Overstock
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,5,4,1580984.7159,1765253.1380000003,Overstock
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,5,4,1492042.9500999996,1571040.097,Overstock
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,5,4,1507003.1424,1612651.337,Overstock
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,6,4,1602732.3683999982,1798586.2510000002,Overstock
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,6,4,1580194.9695999976,1747843.1520000002,Overstock
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,6,4,1534557.5077000004,1685326.3460000001,Overstock
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,6,4,1487633.6255000017,1582713.165,Overstock
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,7,4,1495948.176000001,1637391.8990000002,Overstock
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,7,4,1513638.9601999996,1688334.604,Overstock
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,7,4,1480198.2194000003,1600631.9670000002,Overstock
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,7,4,1424719.991199998,1536619.502,Overstock
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,7,4,1415647.436400001,1487441.769,Overstock
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,8,4,1564142.3101000006,1786822.1250000002,Overstock
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,8,4,1524988.316200002,1677661.799,Overstock
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,8,4,1522429.1596000027,1683837.573,Overstock
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,8,4,1497377.5748999994,1611162.806,Overstock
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,9,4,1533066.9010999994,1705252.142,Overstock
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,9,4,1552063.2195,1694518.364,Overstock
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,9,4,1505435.9709000005,1665685.7580000001,Overstock
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,9,4,1432634.3000999996,1518022.2970000003,Overstock
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,9,4,1425983.4941999998,1534018.0130000003,Overstock
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,10,4,1559155.012700001,1794088.945,Overstock
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,10,4,1507341.355500002,1642878.523,Overstock
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,10,4,1500081.2738000012,1652819.0580000002,Overstock
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,10,4,1477939.7271000019,1589773.9990000003,Overstock
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,11,4,1669158.3243000007,1866952.5380000002,Overstock
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,11,4,1624735.3318999982,1754432.779,Overstock
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,11,4,1609351.422199999,1693432.07,Overstock
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,11,4,1909878.172599998,2236652.7260000003,Overstock
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,12,4,1696218.8953999984,1742492.3450000002,Overstock
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,12,4,1793561.2160999977,1979650.618,Overstock
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,12,4,1922679.7523999983,2069294.337,Overstock
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,12,4,2036753.8720000007,2497207.8890000004,Overstock
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,12,4,1700531.087599999,1647208.992,Understock
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1,4,1519236.6628,1705406.912,Overstock
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,1,4,1456535.6739000008,1605561.287,Overstock
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,1,4,1418141.2695000023,1533833.2240000002,Overstock
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,1,4,1386182.5171000022,1451258.1490000002,Overstock
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2,4,1605157.523800002,1799973.615,Overstock
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2,4,1779583.4691000031,1982725.1730000002,Overstock
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2,4,1747799.441100001,2001857.0000000002,Overstock
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2,4,1578969.3010000004,1693326.6130000001,Overstock
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,3,4,1674576.6163999992,1857262.8360000001,Overstock
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,3,4,1659396.4583999983,1842974.276,Overstock
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,3,4,1647263.8676999998,1845220.0580000002,Overstock
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,3,4,1562971.5617999977,1662174.877,Overstock
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,3,4,1624193.918599998,1814565.093,Overstock
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,4,4,1775106.9854999986,2089644.568,Overstock
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,4,4,1658256.3770999992,1783134.87,Overstock
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,4,4,1562468.209900002,1673735.6570000004,Overstock
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,4,4,1514773.747300001,1615821.2070000002,Overstock
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,5,4,1629868.2901,1852971.989,Overstock
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,5,4,1601146.5155000007,1772205.6550000003,Overstock
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,5,4,1596829.1508000016,1755492.0570000003,Overstock
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,5,4,1573224.3084000004,1710989.0050000001,Overstock
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,6,4,1618196.5285000005,1786925.3380000002,Overstock
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,6,4,1659884.2137999996,1866954.056,Overstock
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,6,4,1621039.6560000002,1793667.7000000002,Overstock
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,6,4,1560511.6598000012,1680630.3910000003,Overstock
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,6,4,1583824.4718999993,1694463.6390000002,Overstock
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,7,4,1713210.9884999979,1946839.5760000001,Overstock
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,7,4,1553723.2540000007,1679715.4440000001,Overstock
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,7,4,1506570.077800001,1647750.236,Overstock
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,7,4,1495846.3726999997,1583036.081,Overstock
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,8,4,1609144.5779000006,1794249.3690000002,Overstock
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,8,4,1596982.1365999996,1751650.9670000002,Overstock
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,8,4,1594464.7410000002,1757654.8550000002,Overstock
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,8,4,1517758.8717999987,1643534.618,Overstock
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,8,4,1561770.9905000017,1740291.74,Overstock
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,9,4,1641445.6240000012,1827944.0630000003,Overstock
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,9,4,1511581.1906000017,1669171.7570000002,Overstock
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,9,4,1507445.1621000015,1656738.6660000002,Overstock
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,9,4,1464955.0083000008,1580765.1860000002,Overstock
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,10,4,1613336.8950999994,1837864.567,Overstock
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,10,4,1558715.2708000012,1730380.0910000002,Overstock
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,10,4,1532110.1818000001,1658875.647,Overstock
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,10,4,1522185.0655999996,1643025.7140000002,Overstock
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2,4,2100994.9001000007,2350688.406,Overstock
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2,4,2129155.5545,2351590.45,Overstock
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2,4,2092027.3948999995,2336896.694,Overstock
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2,4,1937085.321400001,2051606.9970000002,Overstock
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,3,4,1971293.8153999983,2190114.443,Overstock
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,3,4,1988637.9402000003,2189532.1580000003,Overstock
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,3,4,1965323.2913999984,2140677.968,Overstock
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,3,4,1833562.4045000004,1925217.5910000002,Overstock
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,4,4,1997519.4320999999,2272806.492,Overstock
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,4,4,1907404.2199000004,2150158.131,Overstock
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,4,4,1862510.3789999993,2062453.7340000002,Overstock
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,4,4,1837827.4112000028,2004190.023,Overstock
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,4,4,1847712.0952000003,1982695.3190000001,Overstock
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,5,4,1969952.5581000003,2246839.881,Overstock
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,5,4,1911564.9482000014,2068827.5960000004,Overstock
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,5,4,1916855.8623999988,2086630.8100000003,Overstock
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,5,4,1952263.4716999987,2152825.279,Overstock
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,6,4,2064597.2799000025,2312793.9230000004,Overstock
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,6,4,2011227.8798999996,2228092.6360000004,Overstock
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,6,4,1981260.2074000007,2201800.656,Overstock
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,6,4,1957121.5996000015,2133919.799,Overstock
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,7,4,1955549.2040999976,2204334.704,Overstock
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,7,4,1889397.999100001,2068992.8820000002,Overstock
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,7,4,1867032.1039999991,2030467.7690000003,Overstock
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,7,4,1825785.2752999996,1959889.4810000001,Overstock
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,7,4,1854672.306699998,1984670.776,Overstock
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,8,4,1949074.9751999998,2191100.978,Overstock
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,8,4,1925574.0058000006,2085161.1550000003,Overstock
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,8,4,1948160.909199998,2160768.753,Overstock
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,8,4,1877472.8442000009,2050224.539,Overstock
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,9,4,1874594.6713000014,2095068.8990000002,Overstock
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,9,4,1862936.644500002,2023041.7130000002,Overstock
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,9,4,1832506.281399999,1973293.9600000002,Overstock
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,9,4,1793555.9752999998,1897012.942,Overstock
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,10,4,1819169.2098000026,2010184.473,Overstock
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,10,4,1859161.4530999993,2034913.584,Overstock
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,10,4,1804039.4902000003,1973791.039,Overstock
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,10,4,1771080.6296999976,1911742.404,Overstock
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,10,4,1808320.3622000017,1983030.6210000003,Overstock
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,11,4,1993065.7722999987,2132967.551,Overstock
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,11,4,1991458.003900001,2108494.014,Overstock
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,11,4,2008352.410399999,2152413.0870000003,Overstock
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,11,4,2386957.183699999,2924597.819,Overstock
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,12,4,2232923.3254000028,2217359.3970000003,Understock
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,12,4,2363455.8304000036,2616599.205,Overstock
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,12,4,2732319.6284000017,2870083.4250000003,Overstock
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,12,4,3020411.7637000037,3779608.4480000003,Overstock
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,12,4,2172678.5188000025,1925478.0050000001,Understock
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,1,4,1758042.677300001,1933855.8690000002,Overstock
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,1,4,1770350.136700002,1918612.9380000003,Overstock
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,1,4,1758975.369400003,1926523.3900000001,Overstock
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,1,4,1733142.1110000033,1864908.848,Overstock
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,2,4,1982022.019799998,2122280.853,Overstock
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,2,4,2099274.495600002,2384845.771,Overstock
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2,4,2025623.261599997,2288973.302,Overstock
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2,4,1897226.9796000004,2016862.1880000003,Overstock
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,3,4,1960011.2297000005,2179768.558,Overstock
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,3,4,1877837.3202000016,2067018.0410000002,Overstock
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,3,4,1881660.9201999984,2092813.426,Overstock
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,3,4,1809287.2900000005,1942778.2550000001,Overstock
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,4,4,1839289.291000003,1980188.4960000003,Overstock
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,4,4,1850303.0327000015,2032307.8710000003,Overstock
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,4,4,1861396.7611000016,2042114.6240000003,Overstock
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,4,4,1841260.2329999984,2074973.5600000003,Overstock
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,4,4,1793535.8322,1920099.8080000002,Overstock
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,5,4,1834864.1703999978,2021517.9600000002,Overstock
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,5,4,1845053.706199997,2022364.3770000003,Overstock
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,5,4,1764049.7626000005,1857110.0460000003,Overstock
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,5,4,1818320.4903000006,1977505.816,Overstock
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,6,4,1904148.6613000003,2127131.8310000002,Overstock
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,6,4,1915087.124999998,2122068.4760000003,Overstock
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,6,4,1922208.4032000003,2149149.1890000002,Overstock
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,6,4,1828590.1897000014,1970018.3800000001,Overstock
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,7,4,1854266.0581999996,2052867.3000000003,Overstock
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,7,4,1847543.2711000005,2038478.1890000002,Overstock
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,7,4,1793258.7691,1963706.019,Overstock
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,7,4,1774080.9473999983,1918198.051,Overstock
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,7,4,1722246.4604000011,1848762.3660000002,Overstock
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,8,4,1827293.9389999998,2064374.6860000002,Overstock
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,8,4,1806648.1227999998,1994045.0860000001,Overstock
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,8,4,1829670.860400001,2028504.0490000003,Overstock
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,8,4,1816468.7792999977,2003253.901,Overstock
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,9,4,1794037.5445999994,1990031.6700000002,Overstock
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,9,4,1771438.4874000018,1922800.715,Overstock
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,9,4,1704830.967800001,1860583.472,Overstock
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,9,4,1685438.8353000006,1836229.7580000001,Overstock
